variant,query_id,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,candidate_count
sirius_formula_only_component,48,1.0,True,True,True,1.0,2001
sirius_formula_only_component,49,1.0,True,True,True,1.0,729
sirius_formula_only_component,5,1.0,True,True,True,1.0,1074
sirius_formula_only_component,50,981.0,False,False,False,0.0010193679918450561,1506
sirius_formula_only_component,51,1.0,True,True,True,1.0,558
sirius_formula_only_component,52,1.0,True,True,True,1.0,2001
sirius_formula_only_component,53,1.0,True,True,True,1.0,1206
sirius_formula_only_component,54,1.0,True,True,True,1.0,2001
sirius_formula_only_component,55,1.0,True,True,True,1.0,2001
sirius_formula_only_component,56,1.0,True,True,True,1.0,2001
sirius_formula_only_component,57,1.0,True,True,True,1.0,2001
sirius_formula_only_component,58,1.0,True,True,True,1.0,2001
sirius_formula_only_component,59,1.0,True,True,True,1.0,2001
sirius_formula_only_component,6,1.0,True,True,True,1.0,1524
sirius_formula_only_component,60,1.0,True,True,True,1.0,2001
sirius_formula_only_component,61,1.0,True,True,True,1.0,2001
sirius_formula_only_component,62,1.0,True,True,True,1.0,2001
sirius_formula_only_component,63,1.0,True,True,True,1.0,1999
sirius_formula_only_component,64,1.0,True,True,True,1.0,817
sirius_formula_only_component,65,1.0,True,True,True,1.0,2001
sirius_formula_only_component,66,1.0,True,True,True,1.0,2001
sirius_formula_only_component,67,3.0,False,True,True,0.3333333333333333,2001
sirius_formula_only_component,68,1.0,True,True,True,1.0,1511
sirius_formula_only_component,69,1.0,True,True,True,1.0,2001
sirius_formula_only_component,7,1.0,True,True,True,1.0,2001
sirius_formula_only_component,70,1.0,True,True,True,1.0,2001
sirius_formula_only_component,71,1.0,True,True,True,1.0,2001
sirius_formula_only_component,72,1.0,True,True,True,1.0,2001
sirius_formula_only_component,73,1.0,True,True,True,1.0,2001
sirius_formula_only_component,74,1.0,True,True,True,1.0,2001
sirius_formula_only_component,75,1.0,True,True,True,1.0,2000
sirius_formula_only_component,76,1916.0,False,False,False,0.0005219206680584551,2001
sirius_formula_only_component,77,1.0,True,True,True,1.0,2001
sirius_formula_only_component,78,1.0,True,True,True,1.0,787
